word,definition,sentence,synonyms,tags
succinct,Brief and clearly expressed.,"The mechanic's succinct diagnosis was, ""Engine bad. Wallet sad.""",concise; brief; terse; compact,Blue and White - Easy
suffrage,The right to vote in political elections.,The history lesson on suffrage was serious until someone asked whether dogs should vote and half the class formed a campaign committee.,voting rights; franchise; vote; enfranchisement,Blue and White - Easy
superficial,Concerned only with the surface; shallow or not thorough.,My superficial cleaning strategy involved pushing everything under the bed and turning off the light.,shallow; cursory; surface-level; perfunctory,Blue and White - Easy
superfluous,More than necessary; unnecessary.,"The third chandelier in the bathroom seemed superfluous, though the decorator strongly disagreed.",unnecessary; excessive; redundant; needless,Blue and White - Easy
supplement,Something added to complete or improve something else; to add to.,"I supplemented my healthy salad with fries, bread, and a dessert that required its own plate.",addition; complement; augment; enhance,Blue and White - Easy
suppress,"To stop, restrain, or prevent something from being expressed or spread.",I tried to suppress my laughter when Dad's chair made a trumpet noise during the silent ceremony.,stifle; restrain; subdue; inhibit,Blue and White - Easy
sustain,"To support, maintain, or keep something going.",Coffee sustained the committee through a meeting that could easily have been a three-sentence email.,maintain; support; uphold; continue,Blue and White - Easy
sycophant,A person who flatters powerful people to gain advantage.,"The office sycophant called the boss's terrible karaoke ""a bold reinterpretation of melody.""",flatterer; toady; yes-man; fawner,Blue and White - Easy
synthesis,The combination of separate ideas or elements into a unified whole.,"My dinner was a synthesis of Italian cuisine, leftovers, and one decision I now regret involving barbecue sauce.",combination; integration; fusion; amalgamation,Blue and White - Easy
taciturn,Usually quiet and saying very little.,"The taciturn farmer answered my five-minute question with ""Yep,"" then returned to fixing the fence.",quiet; reserved; laconic; uncommunicative,Blue and White - Easy
tact,Sensitivity in dealing with difficult situations without offending people.,"With admirable tact, Grandma described my burnt pie as ""memorably crisp.""",diplomacy; discretion; sensitivity; finesse,Blue and White - Easy
tangible,Able to be touched; clear and real rather than abstract.,The tension became tangible when Mom asked who had put metal in the microwave.,concrete; palpable; physical; real,Blue and White - Easy
taper,"To gradually become smaller, thinner, or less intense.",My enthusiasm for the hike began to taper as the path continued upward and the snack supply continued downward.,diminish; narrow; decrease; dwindle,Blue and White - Easy
tedious,"Long, dull, repetitive, and tiring.",The tedious lecture on filing procedures made the clock appear to move backward out of sympathy.,boring; monotonous; tiresome; wearisome,Blue and White - Easy
temper,"To moderate, soften, or restrain the force of something; also a person's emotional disposition.","I tempered my criticism of the casserole by saying, ""The plate itself is lovely.""",moderate; soften; restrain; disposition,Blue and White - Easy
terse,Brief and abrupt in speech or writing.,"Dad's terse review of the camping trip was: ""Wet. Bears. Never again.""",brief; curt; concise; laconic,Blue and White - Easy
tinge,"A slight trace of color, feeling, or quality.","There was a tinge of panic in Grandpa's voice when the GPS said, ""Recalculating,"" for the ninth time.",trace; hint; touch; shade,Blue and White - Easy
tolerance,Willingness to accept differences; also the ability to endure something.,My tolerance for recorder practice is high for approximately seven minutes.,acceptance; patience; endurance; forbearance,Blue and White - Easy
tranquil,"Calm, quiet, and peaceful.",The beach was tranquil until our family arrived carrying a cooler with one squeaky wheel.,peaceful; serene; placid; calm,Blue and White - Easy
trepidation,Fear or anxiety about what may happen.,I opened the electricity bill with the trepidation of an archaeologist breaking an ancient curse.,apprehension; dread; anxiety; fear,Blue and White - Easy
trivial,Of little importance or significance.,The argument began over a trivial issue—who got the red mug—and ended with proposed international observers.,insignificant; minor; petty; inconsequential,Blue and White - Easy
truncate,To shorten by cutting off part of something.,"The editor truncated my 4,000-word restaurant review to ""Soup good; chair weird.""",shorten; cut; abridge; curtail,Blue and White - Easy
turbulent,"Characterized by disorder, conflict, or violent movement.",The flight became turbulent just as the man beside me opened a cup filled suspiciously close to the brim.,stormy; unstable; chaotic; agitated,Blue and White - Easy
undermine,To weaken gradually or secretly.,My effort to seem responsible was undermined by the smoke alarm going off during my explanation.,weaken; sabotage; erode; impair,Blue and White - Easy
understate,To describe something as less serious or important than it really is.,"Saying the toddler had made ""a small mess"" understated a situation involving yogurt on the ceiling.",downplay; minimize; diminish; play down,Blue and White - Easy
undulating,"Moving in smooth, wave-like curves.",The undulating road made the children cheer and my stomach file a formal complaint.,wavy; rolling; rippling; sinuous,Blue and White - Easy
uniform,Consistent and the same throughout; also standard clothing worn by a group.,"The cookies were not uniform: one was round, one was square, and one appeared to represent New Jersey.",consistent; identical; standardized; regular,Blue and White - Easy
unique,One of a kind; unlike anything else.,"The hotel promised a unique experience, and the goat in the lobby certainly fulfilled that promise.",distinctive; singular; one-of-a-kind; unusual,Blue and White - Easy
unprecedented,Never known or done before.,The school faced an unprecedented situation when the class hamster appeared in the principal's briefcase.,novel; unparalleled; unheard-of; extraordinary,Blue and White - Easy
upbraid,To criticize or scold severely.,"Mom upbraided us for using the sofa cushions as sleds, especially because there was no snow indoors.",reprimand; scold; berate; rebuke,Blue and White - Easy
utter,Complete or absolute; also to speak or express aloud.,"The kitchen was in utter chaos, and Dad uttered several words not included in the recipe.",absolute; complete; say; express,Blue and White - Easy
vacillate,To alternate indecisively between choices or opinions.,I vacillated between chocolate and vanilla until the people behind me began aging visibly.,waver; hesitate; oscillate; fluctuate,Blue and White - Easy
verbose,Using more words than necessary.,"The verbose sign said, in forty-two words, what ""Push"" could have communicated quite efficiently.",wordy; long-winded; prolix; garrulous,Blue and White - Easy
verify,"To confirm that something is true, accurate, or authentic.",I checked the fridge to verify that the cake was gone and found frosting fingerprints on the suspect.,confirm; validate; authenticate; corroborate,Blue and White - Easy
vex,"To annoy, frustrate, or puzzle.",The printer vexed me by claiming it was out of paper while visibly sitting on fifty sheets.,annoy; irritate; frustrate; perplex,Blue and White - Easy
viable,Capable of working successfully or surviving.,"The plan to walk home was viable until we remembered the highway, the thunderstorm, and our complete lack of enthusiasm.",workable; feasible; practical; sustainable,Blue and White - Easy
vigor,Physical or mental strength and energy.,Grandma attacked the weeds with such vigor that neighboring dandelions appeared to retreat voluntarily.,energy; vitality; strength; force,Blue and White - Easy
vilify,To speak about someone in an abusively negative way.,My children vilified the broccoli as though it had personally canceled summer vacation.,defame; denounce; malign; slander,Blue and White - Easy
virtue,A morally good quality or admirable trait.,"Patience is a virtue, especially when teaching a relative how to attach a file to an email for the sixth time.",goodness; merit; morality; excellence,Blue and White - Easy
vivid,"Bright, intense, clear, or producing strong mental images.",I have a vivid memory of the cake falling because it replayed in slow motion while everyone screamed.,striking; graphic; bright; memorable,Blue and White - Easy
volatile,Likely to change suddenly or become dangerous or explosive.,The meeting became volatile after someone proposed eliminating the office coffee machine.,unstable; explosive; unpredictable; changeable,Blue and White - Easy
vulnerable,"Open to harm, attack, criticism, or emotional injury.",The picnic became vulnerable the moment the seagulls noticed our unattended fries.,exposed; susceptible; defenseless; at risk,Blue and White - Easy
warrant,To justify or make something necessary; also official authorization.,The amount of smoke in the kitchen warranted opening every window and reconsidering the recipe.,justify; authorize; merit; necessitate,Blue and White - Easy
wither,"To dry up, shrink, weaken, or lose vitality.",My basil plant withered under my care so dramatically that the plastic plant beside it looked nervous.,shrivel; fade; wilt; decline,Blue and White - Easy
